"Name","DefenseValue","BuildingClass","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildCost","TownHallLevel","MaxStoredResource","Bunker","HousingSpace","ProducesResource","ResourcePerHour","ResourceMax","UnitProduction","UpgradesUnits","Hitpoints","RegenTime","AttackRange","AttackSpeed","Damage","AirTargets","GroundTargets","MinAttackRange","DamageRadius","DamageSpread","PushBack","CanNotSellLast","DestructionXP","Locked","Hidden","TriggerRadius","ForgesSpells","CreatesArtifacts","ArtifactType","ArtifactCapacity","DeepseaResourceReward","DeepseaCommonArtifactChance","DeepseaRareArtifactChance","DeepseaEpicArtifactChance","DeepseaRandomFactor","DeepseaPrice","IsMapRoom","StartingEnergy","MaxEnergy","EnergyGain","IsVault","IsHeroHouse","LandingBoats","CanNotMove","IsGlobalBuilding","ExplorableRegions","ReloadTime","ShotsBeforeReload","ResourceProtectionPercent","DamageOverFiveSeconds","CountersArmored","XpGain","TID","InfoTID","SubtitleTID","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ModelName","TextureName","MeshName","Width","Height","Icon","ExportNameBuildAnim","DestroyEffect","AttackEffect","AttackEffect2","AttackEffect3","HitEffect","Projectile","ExportNameDamaged","BuildingW","BuildingH","ExportNameBase","ExportNameBaseNpc","PickUpEffect","PlacingEffect","DefenderCharacter","DefenderCount","DefenderZ","ExportNameTriggered","AppearEffect","MissEffect","VillagerProbability","BuildingReadyEffect","ExportNameBoss","ProjSkewing","ProjYScaling"
,,,1,0,0,0,"570000,510000,223000",16,"2000000,0,0",,,,,,,,5000,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,"wood_storage_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
"Stone Storage",,"Resource",0,1,0,0,"6600,1160,0",6,"0,4000,0",,,,,,,,1000,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",10,"TID_BUILDING_STONE_STORAGE","TID_STONE_STORAGE_INFO","TID_STONE_STORAGE_SUBTITLE","sc/in-game.sc","stone_storage_lvl1",,"gen_build_3",,,,3,3,,"gen_construction_3","Building Destroyed Stone",,,,,,"gen_destroyed_3",2,2,"reef_b_base_stone_storage",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
,,,0,1,45,0,"10300,2060,0",7,"0,8000,0",,,,,,,,1200,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,"stone_storage_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,2,30,0,"17800,3900,0",8,"0,16000,0",,,,,,,,1400,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,"stone_storage_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,3,30,0,"29000,6900,1840",9,"0,32000,0",,,,,,,,1700,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,"stone_storage_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,6,0,0,"64000,23300,6700",11,"0,64000,0",,,,,,,,2000,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,"stone_storage_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,7,0,0,"101000,47000,12400",12,"0,125000,0",,,,,,,,2400,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,"stone_storage_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,8,0,0,"147000,89000,25200",13,"0,250000,0",,,,,,,,2900,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,"stone_storage_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,14,0,0,"212000,185000,51000",14,"0,500000,0",,,,,,,,3500,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,"stone_storage_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,18,0,0,"380000,286000,104000",15,"0,1000000,0",,,,,,,,4200,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,"stone_storage_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,2,0,0,"810000,670000,420000",17,"0,2000000,0",,,,,,,,5000,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,"stone_storage_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
"Metal Storage",,"Resource",0,2,15,0,"18900,4500,1200",9,"0,0,4000",,,,,,,,1000,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",15,"TID_BUILDING_METAL_STORAGE","TID_METAL_STORAGE_INFO","TID_METAL_STORAGE_SUBTITLE","sc/in-game.sc","metal_storage_lvl1",,"gen_build_3",,,,3,3,,"gen_construction_3","Building Destroyed Metal",,,,,,"gen_destroyed_3",2,2,"reef_b_base_3x3",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
,,,0,3,0,0,"21400,5100,1360",9,"0,0,8000",,,,,,,,1200,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,"metal_storage_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,4,0,0,"37000,9400,3040",10,"0,0,16000",,,,,,,,1400,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,"metal_storage_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,5,0,0,"56000,20400,5900",11,"0,0,32000",,,,,,,,1700,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,"metal_storage_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,7,0,0,"93000,43000,11400",12,"0,0,64000",,,,,,,,2000,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,"metal_storage_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,12,0,0,"189000,164000,45000",14,"0,0,125000",,,,,,,,2400,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,"metal_storage_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,16,0,0,"340000,256000,93000",15,"0,0,250000",,,,,,,,2900,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"metal_storage_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,0,0,0,"490000,440000,193000",16,"0,0,500000",,,,,,,,3500,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,"metal_storage_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,2,0,0,"750000,620000,390000",17,"0,0,1000000",,,,,,,,4200,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,"metal_storage_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,6,0,0,"1110000,1080000,850000",19,"0,0,2000000",,,,,,,,5000,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,"metal_storage_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
"Vault",,"Resource",0,0,5,0,"300,0,0",2,"0,3000,2000,0,0",,,,,,,,1000,8,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,25,,"false",2,"TID_BUILDING_VAULT","TID_BUILDING_VAULT_INFO","TID_BUILDING_VAULT_SUBTITLE","sc/in-game.sc","safe_lvl1",,"gen_build_3",,,,3,3,,"gen_construction_3","Building Destroyed Vault",,,,,,"gen_destroyed_3",2,2,"safe_base1",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
,,,0,1,30,0,"2070,0,0",3,"0,6000,4000,0,0",,,,,,,,1100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,12,,,,,"safe_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,2,0,0,"4600,0,0",4,"0,10000,6000,0,0",,,,,,,,1200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,14,,,,,"safe_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,2,30,0,"8800,0,0",5,"0,14000,9000,0,0",,,,,,,,1300,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,15,,,,,"safe_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,3,0,0,"11600,2030,0",6,"0,18000,12000,0,0",,,,,,,,1400,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,17,,,,,"safe_lvl5",,,,,,,,,,,,,,,,,,,"reef_b_safe_base5",,,,,,,,,,,"Building Ready",,,
,,,0,3,45,0,"17600,3500,0",7,"0,24000,15000,3000,0",,,,,,,,1500,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,19,,,,,"safe_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,4,0,0,"30000,6600,0",8,"0,34000,18000,6000,0",,,,,,,,1600,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,20,,,,,"safe_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,6,0,0,"48000,11400,3040",9,"0,45000,23000,10000,0",,,,,,,,1700,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,24,,,,,"safe_lvl8",,,,,,,,,,,,,,,,,,,"reef_b_safe_base8",,,,,,,,,,,"Building Ready",,,
,,,0,8,0,0,"77000,19300,6200",10,"0,70000,30000,14000,4000",,,,,,,,1900,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,28,,,,,"safe_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,10,0,0,"107000,39000,11200",11,"0,90000,39000,18000,8000",,,,,,,,2100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,31,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,10,0,0,"165000,77000,20300",12,"0,120000,48000,26000,13000",,,,,,,,2300,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,31,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,14,0,0,"238000,143000,41000",13,"0,140000,60000,38000,19000",,,,,,,,2500,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,37,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,20,0,0,"340000,295000,81000",14,"0,190000,80000,60000,27000",,,,,,,,2700,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,44,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,4,0,0,"590000,450000,164000",15,"0,240000,110000,90000,40000",,,,,,,,2900,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,52,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,14,0,0,"850000,760000,330000",16,"0,320000,160000,130000,60000",,,,,,,,3200,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,61,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,18,0,0,"1240000,1020000,650000",17,"0,420000,220000,200000,100000",,,,,,,,3500,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,64,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,22,0,0,"1550000,1410000,930000",18,"0,500000,300000,250000,170000",,,,,,,,3800,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,67,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,2,0,0,"1780000,1730000,1360000",19,"0,600000,360000,340000,230000",,,,,,,,4100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,70,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,2,0,0,"1810000,1760000,1390000",19,"0,700000,410000,400000,320000",,,,,,,,4500,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,70,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,8,0,0,"2060000,2060000,2050000",20,"0,800000,450000,450000,450000",,,,,,,,4900,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,74,,,,,"safe_lvl10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
"Map Room",,"Army",0,0,2,0,"150,0,0",1,,,,,,,,,1200,9,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,4,,,,,"false",1,"TID_BUILDING_MAP_ROOM","TID_MAP_ROOM_INFO","TID_MAP_ROOM_SUBTITLE","sc/in-game.sc","map_room_lvl1",,"gen_build_4",,,,4,4,,"gen_construction_4","Building Destroyed",,,,,,"gen_destroyed_4",3,3,"maproom_base",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
,,,0,0,15,0,"400,0,0",2,,,,,,,,,1300,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,"maproom_base2",,,,,,,,,,,"Building Ready",,,
,,,0,1,0,0,"2360,0,0",3,,,,,,,,,1400,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,10,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,1,45,0,"5900,0,0",4,,,,,,,,,1500,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,13,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,2,15,0,"11300,0,0",5,,,,,,,,,1600,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,15,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,3,0,0,"16500,2900,0",6,,,,,,,,,1700,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,17,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,3,30,0,"25500,5100,0",7,,,,,,,,,1900,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,18,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,4,0,0,"44000,9600,0",8,,,,,,,,,2100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,20,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,6,0,0,"71000,16800,4500",9,,,,,,,,,2300,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,24,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,8,0,0,"114000,28700,9300",10,,,,,,,,,2500,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,28,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,10,0,0,"161000,58000,16800",11,,,,,,,,,2700,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,31,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,12,0,0,"249000,117000,30700",12,,,,,,,,,2900,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,34,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,16,0,0,"360000,218000,62000",13,,,,,,,,,3200,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,40,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,22,0,0,"520000,450000,125000",14,,,,,,,,,3500,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,46,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,8,0,0,"910000,700000,254000",15,,,,,,,,,3800,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,56,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,18,0,0,"1330000,1190000,520000",16,,,,,,,,,4100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,64,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,0,0,0,"1940000,1600000,1010000",17,,,,,,,,,4500,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,69,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,4,0,0,"2430000,2220000,1460000",18,,,,,,,,,4900,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,72,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,8,0,0,"2810000,2740000,2150000",19,,,,,,,,,5300,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,74,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,16,0,0,"3200000,3200000,3200000",20,,,,,,,,,5800,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,80,,,,,"map_room_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
"Artifact Workshop",,"Army",0,0,30,0,"3000,0,0",5,,,,,,,,,1400,12,,,,,,,,,,"true",,,,,,"true",,3,,,,,,,,,,,,,,,,,,,,,"false",7,"TID_BUILDING_ARTIFACT_WORKSHOP","TID_ARTIFACT_WORKSHOP_INFO","TID_ARTIFACT_WORKSHOP_SUBTITLE","sc/in-game.sc","artifact_workshop_lvl1",,"gen_build_4",,,,4,4,,"gen_construction_4","Building Destroyed",,,,,,"gen_destroyed_4",3,3,"reef_b_base_artisan",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
,,,0,4,0,0,"29400,5900,0",7,,,,,,,,,1800,13,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,20,,,,,"artifact_workshop_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,8,0,0,"88000,21000,5600",9,,,,,,,,,2300,14,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,28,,,,,"artifact_workshop_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,0,16,0,0,"320000,151000,40000",12,,,,,,,,,2900,15,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,40,,,,,"artifact_workshop_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,1,6,0,0,"670000,580000,161000",14,,,,,,,,,3600,16,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,54,,,,,"artifact_workshop_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,6,0,1,"1710000,1530000,670000",16,,,,,,,,,4500,17,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,73,,,,,"artifact_workshop_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,2,18,0,2,"3060000,2790000,1830000",18,,,,,,,,,5700,18,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,81,,,,,"artifact_workshop_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
,,,3,6,0,3,"3900000,3900000,3900000",20,,,,,,,,,7200,19,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,88,,,,,"artifact_workshop_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Building Ready",,,
"Common Artifact",,"Artifact",,,0,0,"0,0,0,0,0",1,,,,,,,,,0,20,,,,,,,,,,"true",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"false",,"TID_BUILDING_ARTIFACT1","TID_ARTIFACT1_INFO","TID_ARTIFACT1_SUBTITLE","sc/in-game.sc","artifact_common_green",,"gen_build_2",,,,2,2,,"gen_construction_3","Building Destroyed",,,,,,"gen_destroyed_2",1,1,"reef_b_base_artifact_c",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
"Rare Artifact",,"Artifact",,,0,0,"0,0,0,0,0",1,,,,,,,,,0,25,,,,,,,,,,"true",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"false",,"TID_BUILDING_ARTIFACT2","TID_ARTIFACT1_INFO","TID_ARTIFACT1_SUBTITLE","sc/in-game.sc","artifact_rare_green",,"gen_build_2",,,,2,2,,"gen_construction_3","Building Destroyed",,,,,,"gen_destroyed_2",1,1,"reef_b_base_artifact_r",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
"Epic Artifact",,"Artifact",,,0,0,"0,0,0,0,0",1,,,,,,,,,0,30,,,,,,,,,,"true",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,"false",,"TID_BUILDING_ARTIFACT3","TID_ARTIFACT1_INFO","TID_ARTIFACT1_SUBTITLE","sc/in-game.sc","artifact_epic_green",,"gen_build_2",,,,2,2,,"gen_construction_3","Building Destroyed",,,,,,"gen_destroyed_2",1,1,"reef_b_base_artifact_e",,"Building Pickup","Building Placing",,,,,,,10,"Building Ready",,-1,-1
"Gunboat",,"Misc",0,0,1,0,"50,0,0",1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12,9999,3,,,,"true",,,,,,,"false",1,"TID_BUILDING_GUNSHIP","TID_BUILDING_GUNSHIP_INFO","TID_BUILDING_GUNSHIP_SUBTITLE","sc/in-game.sc","gunboat_lvl1",,"empty_state","model/gunboat.sbm:3","model/gunboat.pvr","gunboat_lvl1Mesh",4,4,,"empty_state","Building Destroyed",,,,,,"destroyed_state",2,2,"empty_state",,"Water Craft Pickup","Water Craft Placing",,,,,,,0,"Gunboat Ready",,-1,-1
,,,0,0,2,0,"180,0,0",1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14,9999,3,,,,,,,,,,,,1,,,,,,,,,"model/gunboat_lvl2.pvr","gunboat_lvl2Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,0,30,0,"1240,0,0",2,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,16,9999,3,,,,,,,,,,,,7,,,,,,,,,"model/gunboat_lvl3.pvr","gunboat_lvl3Mesh",,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,1,45,0,"4500,0,0",3,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,9999,3,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,3,0,0,"10000,0,0",4,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,20,9999,3,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,3,45,0,"19800,0,0",5,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,22,9999,3,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,4,0,0,"26400,4600,0",6,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,24,9999,3,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,5,0,0,"40000,7900,0",7,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,9999,3,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,7,0,0,"66000,14600,0",8,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,28,9999,3,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,8,0,0,"105000,24900,6600",9,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,30,9999,3,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,12,0,0,"166000,42000,13400",10,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,32,9999,3,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,14,0,0,"228000,82000,23800",11,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,34,9999,3,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,16,0,0,"350000,163000,43000",12,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,36,9999,3,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,0,22,0,0,"490000,297000,84000",13,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,38,9999,3,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
,,,1,6,0,0,"690000,600000,166000",14,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,40,9999,3,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunboat Ready",,,
