id,name,category,tid,info_tid,subtitle_tid,build_cost,hit_points,width,height,build_time_d,build_time_h,build_time_m,build_time_s,requier_town_hall_level,max_stored_resource,produces_resource,resource_per_hour,resource_max,unit_space,unit_production,unit_upgrades,regen_time,defense_value,attack_range,attack_speed,damage,air_targets,ground_targets,min_attack_range,damage_radius,damage_spread,push_back,creates_artifacts,artifact_type,artifact_capacity,deepsea_resource_reward,deepsea_common_artifact_chance,deepsea_rare_artifact_chance,deepsea_epic_artifact_chance,deepsea_random_factor,deepsea_price,is_map_room,starting_energy,max_energy,energy_gain,is_vault,is_hero_house,landing_boats,can_not_move,is_global_building,explorable_regions,reload_time,shots_before_reload,resource_protection_percent,damage_over_five_seconds,counters_armored,xp_gain,swf,export_name,export_name_npc,export_name_construction,model_name,texture_name,mesh_name,width,height,icon,export_name_build_anim,destroy_effect,attack_effect,attack_effect2,hit_effect,projectile,export_name_damaged,export_name_base,export_name_base_npc,pickup_effect,placing_effect,defender_character,defender_count,defender_z,export_name_tiggered,miss_effect,building_ready_effect,export_name_boss,proj_skewing,proj_y_scaling
65,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"20000,0,0",2000,2,2,0,4,0,0,5,64000,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,gold_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
66,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"26400,4600,0",2400,2,2,0,4,0,0,6,125000,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,gold_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
67,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"65000,14200,0",2900,2,2,0,7,0,0,8,250000,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,gold_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
68,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"158000,40000,12800",3500,2,2,0,12,0,0,10,500000,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,gold_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
69,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"450000,273000,78000",4200,2,2,0,20,0,0,13,1000000,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,gold_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
70,Gold Storage,Resource,TID_BUILDING_GOLD_STORAGE,TID_GOLD_STORAGE_INFO,TID_GOLD_STORAGE_SUBTITLE,"1080000,820000,298000",5000,2,2,1,14,0,0,15,2000000,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,gold_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
71,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"320,0,0",1000,2,2,0,0,2,0,2,"4000,0,0",,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,sc/in-game.sc,wood_storage_lvl1,,gen_build_3,,,,3,3,,gen_construction_3,Building Destroyed Blue,,,,,gen_destroyed_3,reef_b_base_wood_storage,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
72,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"1300,0,0",1200,2,2,0,0,10,0,3,"8000,0,0",,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,wood_storage_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
73,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"3120,0,0",1400,2,2,0,1,0,0,4,"16000,0,0",,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,wood_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
74,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"6300,0,0",1700,2,2,0,1,30,0,5,"32000,0,0",,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,wood_storage_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
75,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"12700,2550,0",2000,2,2,0,2,15,0,7,"64000,0,0",,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,wood_storage_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
76,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"34000,8100,2160",2400,2,2,0,4,0,0,9,"125000,0,0",,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,wood_storage_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
77,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"75000,27200,7800",2900,2,2,0,6,0,0,11,"250000,0,0",,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,wood_storage_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
78,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"164000,99000,28100",3500,2,2,0,10,0,0,13,"500000,0,0",,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,wood_storage_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
79,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"400000,307000,112000",4200,2,2,0,18,0,0,15,"1000000,0,0",,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,wood_storage_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
80,Wood Storage,Resource,TID_BUILDING_WOOD_STORAGE,TID_WOOD_STORAGE_INFO,TID_WOOD_STORAGE_SUBTITLE,"570000,510000,223000",5000,2,2,1,0,0,0,16,"2000000,0,0",,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,wood_storage_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
81,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"6600,1160,0",1000,2,2,0,1,0,0,6,"0,4000,0",,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,sc/in-game.sc,stone_storage_lvl1,,gen_build_3,,,,3,3,,gen_construction_3,Building Destroyed Stone,,,,,gen_destroyed_3,reef_b_base_stone_storage,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
82,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"10300,2060,0",1200,2,2,0,1,45,0,7,"0,8000,0",,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,stone_storage_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
83,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"17800,3900,0",1400,2,2,0,2,30,0,8,"0,16000,0",,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,stone_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
84,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"29000,6900,1840",1700,2,2,0,3,30,0,9,"0,32000,0",,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,stone_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
85,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"64000,23300,6700",2000,2,2,0,6,0,0,11,"0,64000,0",,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,stone_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
86,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"101000,47000,12400",2400,2,2,0,7,0,0,12,"0,125000,0",,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,stone_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
87,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"147000,89000,25200",2900,2,2,0,8,0,0,13,"0,250000,0",,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,stone_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
88,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"212000,185000,51000",3500,2,2,0,14,0,0,14,"0,500000,0",,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,stone_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
89,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"380000,286000,104000",4200,2,2,0,18,0,0,15,"0,1000000,0",,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,stone_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
90,Stone Storage,Resource,TID_BUILDING_STONE_STORAGE,TID_STONE_STORAGE_INFO,TID_STONE_STORAGE_SUBTITLE,"810000,670000,420000",5000,2,2,1,2,0,0,17,"0,2000000,0",,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,stone_storage_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
91,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"18900,4500,1200",1000,2,2,0,2,15,0,9,"0,0,4000",,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,15,sc/in-game.sc,metal_storage_lvl1,,gen_build_3,,,,3,3,,gen_construction_3,Building Destroyed Metal,,,,,gen_destroyed_3,reef_b_base_3x3,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
92,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"21400,5100,1360",1200,2,2,0,3,0,0,9,"0,0,8000",,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,metal_storage_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
93,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"37000,9400,3040",1400,2,2,0,4,0,0,10,"0,0,16000",,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,metal_storage_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
94,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"56000,20400,5900",1700,2,2,0,5,0,0,11,"0,0,32000",,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,metal_storage_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
95,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"93000,43000,11400",2000,2,2,0,7,0,0,12,"0,0,64000",,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,metal_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
96,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"189000,164000,45000",2400,2,2,0,12,0,0,14,"0,0,125000",,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,metal_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
97,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"340000,256000,93000",2900,2,2,0,16,0,0,15,"0,0,250000",,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,metal_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
98,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"490000,440000,193000",3500,2,2,1,0,0,0,16,"0,0,500000",,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,metal_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
99,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"750000,620000,390000",4200,2,2,1,2,0,0,17,"0,0,1000000",,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,metal_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
100,Metal Storage,Resource,TID_BUILDING_METAL_STORAGE,TID_METAL_STORAGE_INFO,TID_METAL_STORAGE_SUBTITLE,"1110000,1080000,850000",5000,2,2,1,6,0,0,19,"0,0,2000000",,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,metal_storage_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
101,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"300,0,0",1000,2,2,0,0,5,0,2,"0,3000,2000,0,0",,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,25,,false,2,sc/in-game.sc,safe_lvl1,,gen_build_3,,,,3,3,,gen_construction_3,Building Destroyed Vault,,,,,gen_destroyed_3,safe_base1,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
102,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"2070,0,0",1100,2,2,0,1,30,0,3,"0,6000,4000,0,0",,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,12,,safe_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
103,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"4600,0,0",1200,2,2,0,2,0,0,4,"0,10000,6000,0,0",,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,14,,safe_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
104,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"8800,0,0",1300,2,2,0,2,30,0,5,"0,14000,9000,0,0",,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,15,,safe_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
105,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"11600,2030,0",1400,2,2,0,3,0,0,6,"0,18000,12000,0,0",,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,17,,safe_lvl5,,,,,,,,,,,,,,,,reef_b_safe_base5,,,,,,,,,Building Ready,,,
106,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"17600,3500,0",1500,2,2,0,3,45,0,7,"0,24000,15000,3000,0",,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,19,,safe_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
107,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"30000,6600,0",1600,2,2,0,4,0,0,8,"0,34000,18000,6000,0",,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,20,,safe_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
108,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"48000,11400,3040",1700,2,2,0,6,0,0,9,"0,45000,23000,10000,0",,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,24,,safe_lvl8,,,,,,,,,,,,,,,,reef_b_safe_base8,,,,,,,,,Building Ready,,,
109,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"77000,19300,6200",1900,2,2,0,8,0,0,10,"0,70000,30000,14000,4000",,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,28,,safe_lvl8,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
110,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"107000,39000,11200",2100,2,2,0,10,0,0,11,"0,90000,39000,18000,8000",,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,31,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
111,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"165000,77000,20300",2300,2,2,0,10,0,0,12,"0,120000,48000,26000,13000",,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,31,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
112,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"238000,143000,41000",2500,2,2,0,14,0,0,13,"0,140000,60000,38000,19000",,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,37,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
113,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"340000,295000,81000",2700,2,2,0,20,0,0,14,"0,190000,80000,60000,27000",,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,44,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
114,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"590000,450000,164000",2900,2,2,1,4,0,0,15,"0,240000,110000,90000,40000",,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,52,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
115,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"850000,760000,330000",3200,2,2,1,14,0,0,16,"0,320000,160000,130000,60000",,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,61,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
116,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"1240000,1020000,650000",3500,2,2,1,18,0,0,17,"0,420000,220000,200000,100000",,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,64,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
117,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"1550000,1410000,930000",3800,2,2,1,22,0,0,18,"0,500000,300000,250000,170000",,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,67,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
118,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"1780000,1730000,1360000",4100,2,2,2,2,0,0,19,"0,600000,360000,340000,230000",,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,70,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
119,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"1810000,1760000,1390000",4500,2,2,2,2,0,0,19,"0,700000,410000,400000,320000",,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,70,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
120,Vault,Resource,TID_BUILDING_VAULT,TID_BUILDING_VAULT_INFO,TID_BUILDING_VAULT_SUBTITLE,"2060000,2060000,2050000",4900,2,2,2,8,0,0,20,"0,800000,450000,450000,450000",,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,74,,safe_lvl10,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
121,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"150,0,0",1200,3,3,0,0,2,0,1,,,,,,,,9,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,4,,,,,false,1,sc/in-game.sc,map_room_lvl1,,gen_build_4,,,,4,4,,gen_construction_4,Building Destroyed,,,,,gen_destroyed_4,maproom_base,,Building Pickup,Building Placing,,,,,,Building Ready,,-1,-1
122,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"400,0,0",1300,3,3,0,0,15,0,2,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,map_room_lvl2,,,,,,,,,,,,,,,,maproom_base2,,,,,,,,,Building Ready,,,
123,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"2360,0,0",1400,3,3,0,1,0,0,3,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,10,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
124,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"5900,0,0",1500,3,3,0,1,45,0,4,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,13,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
125,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"11300,0,0",1600,3,3,0,2,15,0,5,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,15,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
126,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"16500,2900,0",1700,3,3,0,3,0,0,6,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,17,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
127,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"25500,5100,0",1900,3,3,0,3,30,0,7,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,18,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
128,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"44000,9600,0",2100,3,3,0,4,0,0,8,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,20,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
129,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"71000,16800,4500",2300,3,3,0,6,0,0,9,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,24,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
130,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"114000,28700,9300",2500,3,3,0,8,0,0,10,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,28,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
131,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"161000,58000,16800",2700,3,3,0,10,0,0,11,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,31,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
132,Map Room,Army,TID_BUILDING_MAP_ROOM,TID_MAP_ROOM_INFO,TID_MAP_ROOM_SUBTITLE,"249000,117000,30700",2900,3,3,0,12,0,0,12,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,34,,map_room_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,Building Ready,,,
